Type,Path,Class,Fname,xTrain,xCorrect,xWrong,Mean,Var
Train,data/train/Shoes-Athletic/7999383.355689.jpg,Shoes-Athletic,7999383.355689.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7743160.135822.jpg,Shoes-Athletic,7743160.135822.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8081986.2957.jpg,Shoes-Athletic,8081986.2957.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8146850.415835.jpg,Shoes-Athletic,8146850.415835.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7882757.1151.jpg,Shoes-Athletic,7882757.1151.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7681419.2122.jpg,Shoes-Athletic,7681419.2122.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8030629.3.jpg,Shoes-Athletic,8030629.3.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8055680.139.jpg,Shoes-Athletic,8055680.139.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8002645.21859.jpg,Shoes-Athletic,8002645.21859.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8146852.69056.jpg,Shoes-Athletic,8146852.69056.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8001116.235234.jpg,Shoes-Athletic,8001116.235234.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7976713.18.jpg,Shoes-Athletic,7976713.18.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8081986.6166.jpg,Shoes-Athletic,8081986.6166.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7883887.390416.jpg,Shoes-Athletic,7883887.390416.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8046324.378239.jpg,Shoes-Athletic,8046324.378239.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8000613.2971.jpg,Shoes-Athletic,8000613.2971.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8034694.44016.jpg,Shoes-Athletic,8034694.44016.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7841076.308705.jpg,Shoes-Athletic,7841076.308705.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7963373.3.jpg,Shoes-Athletic,7963373.3.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8023754.7953.jpg,Shoes-Athletic,8023754.7953.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7891712.66761.jpg,Shoes-Athletic,7891712.66761.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7733953.273152.jpg,Shoes-Athletic,7733953.273152.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8081628.2557.jpg,Shoes-Athletic,8081628.2557.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8023753.10623.jpg,Shoes-Athletic,8023753.10623.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7755451.277428.jpg,Shoes-Athletic,7755451.277428.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7935772.11204.jpg,Shoes-Athletic,7935772.11204.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8074577.744.jpg,Shoes-Athletic,8074577.744.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8004013.742.jpg,Shoes-Athletic,8004013.742.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7882809.139.jpg,Shoes-Athletic,7882809.139.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7980054.20660.jpg,Shoes-Athletic,7980054.20660.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8034677.183092.jpg,Shoes-Athletic,8034677.183092.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8069571.1413.jpg,Shoes-Athletic,8069571.1413.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7991345.22421.jpg,Shoes-Athletic,7991345.22421.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7886350.341071.jpg,Shoes-Athletic,7886350.341071.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7918891.124998.jpg,Shoes-Athletic,7918891.124998.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7948289.21196.jpg,Shoes-Athletic,7948289.21196.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7979996.16740.jpg,Shoes-Athletic,7979996.16740.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8081443.275.jpg,Shoes-Athletic,8081443.275.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7863073.559.jpg,Shoes-Athletic,7863073.559.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8074562.390174.jpg,Shoes-Athletic,8074562.390174.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8041672.1412.jpg,Shoes-Athletic,8041672.1412.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7980568.574.jpg,Shoes-Athletic,7980568.574.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7566920.106.jpg,Shoes-Athletic,7566920.106.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7985239.7778.jpg,Shoes-Athletic,7985239.7778.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8076036.2957.jpg,Shoes-Athletic,8076036.2957.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7883940.323342.jpg,Shoes-Athletic,7883940.323342.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7931249.147.jpg,Shoes-Athletic,7931249.147.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7931227.4766.jpg,Shoes-Athletic,7931227.4766.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/7973278.354112.jpg,Shoes-Athletic,7973278.354112.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8129985.3.jpg,Shoes-Athletic,8129985.3.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8014789.3836.jpg,Shoes-Athletic,8014789.3836.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8053587.574.jpg,Shoes-Athletic,8053587.574.jpg,0.0,0.0,0.0,,
Train,data/train/Shoes-Athletic/8067124.2971.jpg,Shoes-Athletic,8067124.2971.jpg,0.0,0.0,0.0,,
